x,u_exact,u_uniform,u_radapted
9.69924812e-01,9.67556492e-01,1.15830994e+00,9.71297045e-01
9.72431078e-01,9.68511379e-01,1.10892192e+00,9.70834398e-01
9.74937343e-01,9.68450073e-01,1.05096339e+00,9.69474662e-01
9.77443609e-01,9.66706967e-01,9.84434345e-01,9.67217836e-01
9.79949875e-01,9.62180502e-01,9.09334792e-01,9.64021467e-01
9.82456140e-01,9.53047640e-01,8.25664729e-01,9.55498121e-01
9.84962406e-01,9.36291342e-01,7.33424155e-01,9.38679183e-01
9.87468672e-01,9.06918591e-01,6.32613072e-01,9.09024546e-01
9.89974937e-01,8.56666290e-01,5.23231478e-01,8.58766173e-01
9.92481203e-01,7.71859678e-01,4.05279374e-01,7.73700545e-01
9.94987469e-01,6.29868268e-01,2.78756759e-01,6.31363975e-01
9.97493734e-01,3.93240885e-01,1.43663635e-01,3.94197511e-01
1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
